TmID;FullName;BirthDate;BirthPlace;Height;TrainerLicense;PreferredFormation;NumGames
197;Uwe Rapolder;1958-05-29;Hausen an der Zaber;;Head coach;;0
201;Otto Rehhagel;1938-08-09;Essen;;Head coach;;0
203;Willi Reimann;1949-12-24;Rheine;;Head coach;;0
206;Aleksandar Ristic;1944-06-28;Sarajevo;;UEFA Pro Licence;;0
207;Jürgen Röber;1953-12-25;Gernrode;;;;0
208;Bryan Robson;1957-01-11;Chester-le-Street;;UEFA Pro Licence;;0
210;Wolfgang Rolff;1959-12-26;Lamstedt;;Head coach;;0
213;Guy Roux;1938-10-18;Colmar;;Head coach;;0
224;Thomas Schaaf;1961-04-30;Mannheim;;Head coach;;0
225;Gerd Schädlich;1952-12-30;Rodewisch;;Head coach;;0
232;Gerd-Volker Schock;1950-04-08;Bad Schwartau;;Licence trainer;;0
235;Toni Schumacher;1954-03-06;Düren;;;;0
239;Günter Sebert;1948-05-29;Mannheim;;;;0
243;Bernd Stange;1948-03-14;Gnaschwitz;;;4-2-3-1;0
246;Dragoslav Stepanovic;1948-08-30;Rekovac;;;;0
252;Franz-Josef Tenhagen;1952-10-31;Rees;;;;0
253;Fatih Terim;1953-09-04;Adana;;UEFA Pro Licence;4-2-3-1;0
258;Jean Tigana;1955-06-23;Bamako;;UEFA Pro Licence;;0
261;Klaus Toppmöller;1951-08-12;Rivenich (Mosel);;Head coach;;0
262;Giovanni Trapattoni;1939-03-17;Cusano Milanino;;;;0
269;Armin Veh;1961-02-01;Augsburg;;Head coach;;0
271;Eberhard Vogel;1943-04-08;Frankenberg;;;;0
272;Berti Vogts;1946-12-30;Büttgen;;;;0
273;Peter Vollmann;1957-12-22;Marienheide;;Head coach;;0
275;Mirko Votava;1956-04-25;Prag;;Head coach;;0
277;Georgi Vasilev;1946-08-09;Bobov Dol;;;;0
279;Dietrich Weise;1934-11-21;Gröben;;;;0
280;Arsène Wenger;1949-10-22;Straßburg;;UEFA Pro Licence;;0
285;Wolfgang Wolf;1957-09-24;Grünstadt;;Head coach;4-2-3-1;0
296;Rainer Zobel;1948-11-03;Wrestedt;;;3-5-2;0
300;Huub Stevens;1953-11-29;Sittard;;Head coach;3-5-2 flat;0
301;Eric Gerets;1954-05-18;Rekem;;UEFA Pro Licence;;0
302;Hans Meyer;1942-11-03;Briesen;;;;0
303;Uwe Reinders;1955-01-19;Essen;;;;0
304;Walter Pradt;1949-04-12;Wiesbaden;;;;0
305;Frank Wormuth;1960-09-13;Berlin;;Head coach;4-3-3 Defending;0
307;Paul Linz;1956-01-04;Trier;;;;0
309;Djuradj Vasic;1956-09-19;Stari Lec;;Head coach;4-2-3-1;0
314;Jörg Nehren;1957-01-24;;;;;0
315;Willi Ertz;1943-05-28;Neunkirchen;;;;0
316;Horst Ehrmantraut;1955-12-11;Homburg;;Head coach;;0
317;Stanislav Levy;1958-05-02;Prag;;UEFA Pro Licence;;0
321;Ernst Middendorp;1958-10-28;Freren;;Head coach;4-2-3-1;0
323;Michael Feichtenbeiner;1960-07-09;Stuttgart;;UEFA Pro Licence;4-2-3-1;0
325;Ramon Berndroth;1952-03-24;Mainz;;Head coach;;0
326;Michael Dämgen;1961-04-06;Dickenschied;;;;0
327;Wolfgang Frank;1951-02-21;Reichenbach an der Fils;;;;0
328;Heribert Deutinger;1947-02-13;München;;;;0
342;Harry Pleß;1958-04-25;Fürstenberg/ Havel;;Head coach;;0
347;Christoph Franke;1944-12-20;Mülsen St. Jacob;;Head coach;;0
348;Meinhard Hemp;1942-12-10;Allenau;;;;0
349;Holger Erler;1950-03-21;Hohndorf;;;;0
350;Thomas Hörster;1956-11-27;Essen;;;;0
356;Wolfgang Maes;1951-12-20;;;;;0
357;Armin Reutershahn;1960-03-01;Duisburg;;Head coach;;0
359;Michael Henke;1957-04-27;Büren;;Head coach;;0
365;Uwe Neuhaus;1959-11-26;Hattingen;;Head coach;4-3-3 Attacking;0
370;Hans-Jürgen Gede;1956-11-14;Gelsenkirchen;;UEFA Pro Licence;;0
374;Werner Dreßel;1958-08-30;Hambach;;Head coach;;0
377;Reinhard Stumpf;1961-11-26;Lieblos;;;;0
378;Reiner Maurer;1960-02-16;Mindelheim;;Head coach;4-2-3-1;0
385;Franz Gerber;1953-11-27;München;;;;0
386;Jan Kocian;1958-03-13;Zlaté Moravce;;UEFA Pro Licence;4-1-4-1;0
396;Christoph John;1958-12-24;Heidenheim an der Brenz;;;;0
401;Reinhold Fanz;1954-01-16;Mannheim;;Head coach;;0
402;Regi Van Acker;1955-04-25;Beveren;;UEFA Pro Licence;3-4-2-1;0
403;Uwe Hain;1955-10-18;Schladen;;;4-4-2;0
416;Hans-Jürgen Boysen;1957-05-30;Mannheim;;;4-2-3-1;0
425;Frank Engel;1951-02-15;Leipzig;;Licence trainer;;0
431;Gerd Schwickert;1949-08-14;;;;;0
435;Hans-Werner Moors;1950-07-24;Düsseldorf;;;;0
440;Klaus Scheer;1950-10-04;Siegen;;;;0
443;Dieter Lieberwirth;1954-01-13;Fürth;;;;0
445;Sam Allardyce;1954-10-19;Dudley;;UEFA Pro Licence;;0
446;David O'Leary;1958-05-02;Stoke Newington;;UEFA Pro Licence;;0
447;Steve Bruce;1960-12-31;Corbridge;;UEFA Pro Licence;4-2-3-1;0
448;Harry Redknapp;1947-03-02;London;;UEFA Pro Licence;;0
449;Graeme Souness;1953-05-06;Edinburgh;;UEFA Pro Licence;;0
453;Kevin Keegan;1951-02-14;Armthorpe;;UEFA Pro Licence;;0
454;Peter Reid;1956-06-20;Huyton;;UEFA Pro Licence;;0
455;Gordon Strachan;1957-02-09;Edinburgh;;UEFA Pro Licence;;0
456;Claudio Ranieri;1951-10-20;Roma;;Licence trainer;4-2-3-1;0
457;Micky Adams;1961-11-08;Sheffield;;UEFA Pro Licence;;0
458;Steve McClaren;1961-05-03;Fulford;;UEFA Pro Licence;4-2-3-1;0
459;Glenn Hoddle;1957-10-27;Hayes, Hillingdon;;UEFA Pro Licence;;0
460;Gérard Houllier;1947-09-03;Thérouanne;;;;0
461;Sir Bobby Robson;1933-02-18;Sacriston;;UEFA Pro Licence;;0
462;Dave Jones;1956-08-17;Liverpool;;;;0
479;Peter Kunkel;1956-02-10;Essen;;A Licence;;0
482;Jürgen Raab;1958-12-20;Zeulenroda;;;4-2-3-1;0
484;Frank Rohde;1960-03-02;Rostock;;A Licence;;0
495;Joachim Löw;1960-02-03;Schönau im Schwarzwald;;Head coach;4-2-3-1;0
496;Mark Wotte;1960-12-16;Enschede;;;4-1-4-1;0
498;Foppe de Haan;1943-06-26;Lippenhuizen;;Head coach;;0
500;Martin Jol;1956-01-16;Den Haag;;UEFA Pro Licence;;0
501;Co Adriaanse;1947-07-21;Amsterdam;;;;0
502;Bert van Marwijk;1952-05-19;Deventer;;UEFA Pro Licence;4-2-3-1;0
506;Guus Hiddink;1946-11-08;Varsseveld;;UEFA Pro Licence;4-2-3-1;0
509;Henk Wisman;1957-05-19;Amsterdam;;UEFA Pro Licence;4-3-3 Defending;0
512;Ron Jans;1958-09-29;Zwolle;;;4-3-3 Defending;0
513;Leonardo Menichini;1953-12-11;Ponsacco;;UEFA A Licence;4-3-3 Attacking;0
514;Giuseppe Papadopulo;1948-02-02;Casale Marittimo;;;;0
515;Walter Novellino;1953-06-04;Montemarano;;;3-5-2 flat;0
516;Delio Rossi;1960-01-26;Rimini;;;4-3-1-2;0
517;Luciano Spalletti;1959-03-07;Certaldo;;Head coach;4-2-3-1;0
518;Fabio Capello;1946-06-18;Pieris;;UEFA Pro Licence;;0
519;Franco Colomba;1955-02-06;Grosseto;;;;0
520;Serse Cosmi;1958-05-05;Perugia;;Licence trainer;3-5-2 flat;0
521;Cesare Prandelli;1957-08-19;Orzinuovi;;UEFA Pro Licence;3-5-2 flat;0
522;Alberto Malesani;1954-06-05;Verona;;;;0
523;Carlo Ancelotti;1959-06-10;Reggiolo;;UEFA Pro Licence;4-4-2;0
525;Marcello Lippi;1948-04-12;Viareggio;;UEFA Pro Licence;4-3-3 Attacking;0
526;Héctor Cúper;1955-11-16;Chabás;;;4-2-3-1;0
527;Silvio Baldini;1958-09-11;Massa;;;4-2-3-1;0
528;Luigi Delneri;1950-08-23;Aquileia;;;;0
529;Giovanni De Biasi;1956-06-16;Sarmede;;UEFA Pro Licence;;0
530;Francesco Guidolin;1955-10-03;Castelfranco Veneto;;;;0
531;Marcel Koller;1960-11-11;Zürich;;UEFA Pro Licence;4-2-3-1;0
532;Christian Gross;1954-08-14;Zürich;;UEFA Pro Licence;4-2-3-1;0
533;Claude Ryf;1957-03-18;Lausanne;;UEFA Pro Licence;4-2-3-1;0
534;Hans-Peter Zaugg;1952-12-02;Bern;;;;0
535;Lucien Favre;1957-11-02;Saint-Barthélemy;;Licence trainer;4-2-3-1;0
537;Hanspeter Latour;1947-06-04;Thun;;;;0
538;Alain Geiger;1960-11-05;Uvrier;;;4-2-3-1;0
540;Georg Zellhofer;1960-08-25;Waidhofen/Ybbs;;UEFA Pro Licence;;0
541;Lars Söndergaard;1959-04-05;;;UEFA Pro Licence;;0
544;Gilbert Gress;1941-12-17;Straßburg;;;;0
545;Werner Gregoritsch;1958-03-22;Graz;;UEFA Pro Licence;4-2-3-1;0
549;Walter Schachner;1957-02-01;Leoben;;UEFA Pro Licence;;0
550;Heinz Hochhauser;1947-02-06;Wels;;UEFA Pro Licence;;0
552;Carlos Queiroz;1953-03-01;Nampula;;;4-1-4-1;0
553;Johan Cruyff;1947-04-25;Amsterdam;;UEFA Pro Licence;;0
555;Bernd Schuster;1959-12-22;Augsburg;;UEFA Pro Licence;4-2-3-1;0
556;Allan Simonsen;1952-12-15;Vejle;;;;0
558;Urs Schönenberger;1959-02-21;Zürich;;;;0
569;Ralf Minge;1960-10-08;Elsterwerda;;Head coach;;0
573;Henk ten Cate;1954-12-09;Amsterdam;;;4-1-4-1;0
576;Hagen Reeck;1959-09-06;Wolfen;;Head coach;;0
577;Petrik Sander;1960-11-17;Quedlinburg;;Head coach;4-2-3-1;0
580;Yuri Semin;1947-05-11;Orenburg;;UEFA Pro Licence;4-2-3-1;0
584;Detlef Ullrich;1955-11-28;;;Head coach;;0
586;Andreas Bergmann;1959-06-18;Steinfeld;;Head coach;;0
592;Age Hareide;1953-09-23;Hareid;;UEFA Pro Licence;4-2-3-1;0
594;Juri Schlünz;1961-07-27;Berlin;;;;0
598;Sir Trevor Brooking;1948-10-02;London;;;;0
599;Mick McCarthy;1959-02-07;Barnsley;;UEFA Pro Licence;4-2-3-1;0
600;Gary Megson;1959-05-02;Manchester;;UEFA Pro Licence;;0
602;Joe Royle;1949-04-08;Liverpool;;UEFA Pro Licence;;0
603;George Burley;1956-06-03;Cumnock;;UEFA Pro Licence;;0
604;Paul Hart;1953-05-04;Golborne;;;;0
605;Nigel Worthington;1961-11-04;Ballymena;;UEFA Pro Licence;;0
606;Stan Ternent;1946-06-16;Gateshead;;;;0
607;Chris Turner;1958-09-15;Sheffield;;;;0
609;Nicky Law;1961-09-08;Greenwich;;UEFA Pro Licence;;0
610;Dario Gradi;1941-07-08;Mailand;;UEFA Pro Licence;;0
611;Steve Kember;1948-12-08;Croydon;;;;0
614;Craig Brown;1940-07-01;Hamilton;;;;0
615;Kevin Dillon;1959-12-18;Sunderland;;UEFA Pro Licence;;0
616;Ronnie Moore;1953-04-29;Liverpool;;UEFA Pro Licence;;0
617;Tony Pulis;1958-01-16;Newport;;;4-2-3-1;0
618;Colin Lee;1956-06-12;Torquay;;UEFA Pro Licence;;0
619;Ray Lewington;1956-09-07;London;;;;0
620;Stuart Murdoch;1955-09-02;;;;;0
621;Manuel Cajuda;1951-07-27;Olhão;;UEFA Pro Licence;3-4-1-2;0
623;Gregorio Manzano;1956-03-11;Baílen;;UEFA Pro Licence;;0
624;Luis Aragonés;1938-07-28;Madrid;;;;0
626;Peter Houston;1958-07-19;Baillieston;;UEFA Pro Licence;;0
628;Alberto Zaccheroni;1953-04-01;Meldola;;UEFA Pro Licence;4-2-3-1;0
629;Itzhak Shum;1948-09-01;Chişinău;;;;0
630;Miguel Ángel Lotina;1957-06-18;Meñaka;;UEFA Pro Licence;4-4-2 double 6;0
631;Robert Waseige;1939-08-26;Rocourt;;;;0
632;Frantisek Straka;1958-05-28;Ceske Budejovice;;UEFA Pro Licence;4-2-3-1;0
634;Attilio Perotti;1946-03-03;Bagnolo Mella;;;;0
636;Dietmar Constantini;1955-05-30;Innsbruck;;UEFA Pro Licence;;0
641;Víctor Fernández;1960-10-28;Zaragoza;;UEFA Pro Licence;4-4-1-1;0
642;Alain Giresse;1952-09-02;Langoiran;;;4-2-3-1;0
643;Viktor Olscha;1958-07-07;;;;;0
645;Alex McLeish;1959-01-21;Barrhead;;UEFA Pro Licence;4-2-3-1;0
650;Terry Butcher;1958-12-28;Singapur;;UEFA Pro Licence;;0
652;Jim Duffy;1959-04-27;Glasgow;;UEFA Pro Licence;4-4-2 double 6;0
657;Jimmy Calderwood;1955-02-28;Govan, Glasgow;;UEFA Pro Licence;;0
658;Jimmy Nicholl;1956-02-28;Hamilton (Ontario);;UEFA Pro Licence;;0
660;Bobby Williamson;1961-08-13;Glasgow;;UEFA Pro Licence;;0
663;Jim Jefferies;1950-11-22;Wallyford;;Head coach;;0
665;Steve Paterson;1958-04-08;Mosstodloch;;;;0
669;Ralf Zumdick;1958-05-10;Münster;;UEFA Pro Licence;;0
670;Edmund Stöhr;1956-09-17;Kösching;;UEFA Pro Licence;;0
671;Josip Skoblar;1941-03-12;Privlaka;;;;0
672;Egon Coordes;1944-07-13;Wesermünde;;Head coach;;0
673;Ralf Schehr;1953-10-28;;;Head coach;;0
674;Holger Hieronymus;1959-02-22;Hamburg;;;;0
675;Michael Krüger;1954-05-28;Lüneburg;;Head coach;;0
676;Steve Coppell;1955-07-09;Liverpool;;UEFA Pro Licence;4-2-3-1;0
678;Mats Jingblad;1958-08-09;Halmstad;;;;0
680;Rudi Völler;1960-04-13;Hanau;;;;0
689;Winfried Schäfer;1950-01-10;Mayen;;UEFA Pro Licence;4-2-3-1;0
693;Nevio Scala;1947-11-22;Lozzo Atestino;;;;0
698;Wolfgang Funkel;1958-08-10;Neuss;;;;0
700;Herman Vermeulen;1954-11-10;Tense;;;;0
706;Hugo Broos;1952-04-10;Humbeek;;UEFA Pro Licence;4-2-3-1;0
707;Frank Vercauteren;1956-10-28;Molenbeek-Saint-Jean;;UEFA Pro Licence;4-3-3 Defending;0
711;Dominique D'Onofrio;1953-04-18;Castelforte;;;;0
712;Herman Helleputte;1954-03-22;;;;;0
713;Edy De Bolle;1949-09-26;Sint-Agatha-Berchem;;;;0
714;Ariel Jacobs;1953-07-25;Vilvoorde;;;;0
718;Sef Vergoossen;1947-05-08;Echt;;;;0
719;Jos Daerden;1954-11-26;s ́Herenelderen;;;;0
724;Rainer Hörgl;1957-03-05;Neukirchen am Teisenberg;;;;0
729;Diethelm Ferner;1941-07-13;Kragau;;;;0
734;Werner Mörsdorf;1956-08-12;;;;;0
742;Gerd Warken;1951-03-05;;;;;0
745;Edmund Becker;1956-07-18;Reichenbach;;Head coach;;0
747;Hans-Günter Bruns;1954-11-15;Mülheim an der Ruhr;;Head coach;;0
751;Bernd Erdmann;1942-10-23;;;;;0
780;José Antonio Camacho;1955-06-08;Cieza;;UEFA Pro Licence;4-2-3-1;0
782;Fernando Santos;1954-10-10;Lissabon;;Licence trainer;4-4-2 double 6;0
783;Erdogan Arica;1954-07-24;Ordu;;UEFA Pro Licence;;0
788;Giray Bulak;1958-03-09;Trabzon;;UEFA Pro Licence;4-2-3-1;0
795;Ziya Dogan;1961-01-01;Gümüshane;;UEFA Pro Licence;4-2-3-1;0
796;Müfit Erkasap;1957-06-11;Sanliurfa;;UEFA A Licence;;0
801;Hikmet Karaman;1960-03-09;Giresun;;Licence trainer;4-2-3-1;0
802;Ümit Kayihan;1954-02-28;Izmir;;UEFA Pro Licence;;0
804;Güvenc Kurtar;1950-07-25;Usak;;UEFA Pro Licence;;0
805;Mircea Lucescu;1945-07-29;Bukarest;;UEFA Pro Licence;4-2-3-1;0
807;Turgay Semercioglu;1954-02-25;Trabzon;;UEFA Pro Licence;;0
810;Yilmaz Vural;1953-01-01;Sakarya;;UEFA Pro Licence;4-2-3-1;0
811;Ersun Yanal;1961-12-17;Izmir;;UEFA Pro Licence;4-2-3-1;0
814;Sakip Özberk;1945-05-01;Gaziantep;;UEFA Pro Licence;;0
824;Gernot Rohr;1953-06-28;Mannheim;;;4-2-3-1;0
829;Udo Lattek;1935-01-16;Bosemb;;;;0
832;Joachim Müller;1952-07-15;Zwickau;;;;0
839;Cor Pot;1951-06-08;Den Haag;;UEFA Pro Licence;;0
842;Walter Grüter;1954-01-09;;;;;0
843;Willi Multhaup;1903-07-19;Essen;;;;0
844;Günter Brocker;1925-05-24;Duisburg;;;;0
845;Fritz Langner;1912-08-08;;;;;0
846;Fritz Rebell †;1905-05-07;Heusenstamm;;;;0
847;Hans Tilkowski;1935-07-12;Dortmund-Husen;;;;0
848;Robert Gebhardt;1920-09-20;;;;;0
849;Sepp Piontek;1940-03-05;Breslau;;;;0
850;Herbert Burdenski;1922-05-19;Gelsenkirchen;;;;0
851;Fred Schulz †;1903-10-27;;;;;0
852;Wolfgang Weber;1944-06-26;Schlawe;;;;0
853;Aad de Mos;1947-03-27;Den Haag;;;;0
854;Wolfgang Sidka;1954-05-26;Lengerich;;Head coach;;0
857;Jan Ceulemans;1957-02-28;Lier;;;;0
860;Georg Gawliczek;1919-02-02;Schillersdorf (Oberschlesien);;;;0
862;Ernst Happel;1925-11-29;Wien;;;;0
863;Kuno Klötzer;1922-04-19;Geyer;;Licence trainer;;0
864;Georg Knöpfle;1904-05-15;Schramberg;;;;0
865;Kurt Koch;1919-11-02;;;;;0
866;Klaus-Dieter Ochs;1939-10-31;Wattenscheid;;;;0
867;Josef Schneider;1914-04-13;Koblenz;;;;0
868;Martin Wilke;1926-11-15;;;;;0
869;Branko Zebec;1929-05-17;Zagreb;;;;0
870;Rolf Dohmen;1952-04-04;Kreuzau;;;;0
872;Friedel Rausch;1940-02-27;Duisburg;;Head coach;;0
873;Horst Heese;1943-12-31;Düsseldorf;;Head coach;;0
874;Karl-Heinz Körbel;1954-12-01;Dossenheim;;;;0
875;Lothar Buchmann;1936-08-15;Breslau;;Head coach;;0
876;Dettmar Cramer;1925-04-04;Dortmund;;;;0
877;Jürgen Grabowski;1944-07-07;Wiesbaden;;;;0
878;Ivica Horvat;1926-07-16;Sisak;;;;0
879;Otto Knefler;1923-09-05;Bernburg/Saale;;;;0
880;Gyula Lóránt;1923-02-06;Köszeg;;;;0
881;Paul Oßwald;1905-02-04;Saalfeld;;;;0
882;Erich Ribbeck;1937-06-13;Wuppertal;;;;0
883;Hans-Dieter Roos;1937-05-22;Simmern;;Licence trainer;;0
884;Elek Schwartz;1908-10-23;Timisoara;;;;0
885;Helmut Senekowitsch;1933-10-22;Graz;;UEFA A Licence;;0
886;Timo Zahnleiter;1948-12-16;Mannheim;;A Licence;;0
888;Klaus Fischer;1949-12-27;Kreuzstraßl;;;;0
889;Horst Franz;1940-06-07;Berlin;;Head coach;;0
890;Fahrudin Jusufi;1939-12-08;Dragaš;;;;0
891;Rolf Schafstall;1937-02-22;Duisburg;;Licence trainer;;0
892;Helmut Schulte;1957-09-14;Lennestadt;;Head coach;;0
893;Jürgen Sundermann;1940-01-25;Mülheim an der Ruhr;;;;0
894;Reinhard Saftig;1952-01-23;Uersfeld;;;;0
895;Sören Lerby;1958-02-01;Kopenhagen;;;;0
896;Franz Beckenbauer;1945-09-11;München;;;;0
897;Zlatko Cajkovski;1923-11-24;Zagreb;;;;0
898;Slobodan Cendic;1938-08-28;Kragujevac;;Licence trainer;;0
899;Gerhard Gläser;1911-12-26;Magdeburg;;;;0
900;Jürgen Heinsch;1940-07-04;Lübeck;;;;0
901;Helmut Hergesell;1941-10-22;München;;;;0
902;Claus Kreul;1944-05-26;Erlbach im Vogtland;;;;0
903;Harry Nippert;1933-12-12;Seelow;;;;0
904;Erich Rutemöller;1945-02-08;Recke-Steinbeck;;Head coach;;0
905;Horst Saß;1934-04-20;;;;;0
907;Werner Voigt;1947-06-26;Wildau;;A Licence;;0
908;Heinz Werner;1935-12-27;Ünglingen;;;;0
911;Walter Hörmann;1961-09-13;Feldbach;;;;0
912;Max Merkel;1918-12-07;Wien;;;;0
913;Michael Petrovic;1957-10-18;Loznica;;UEFA Pro Licence;3-4-2-1;0
914;Dietmar Schwager;1940-08-15;;;;;0
915;Willi Entenmann;1943-09-25;Benningen am Neckar;;;;0
916;Rudi Fuchs;1952-03-05;;;;;0
917;Peter Grosser;1938-09-28;München;;;;0
918;Uli Maslo;1938-07-06;Bochum;;;;0
919;Gerd Roggensack;1941-10-05;Güstrow;;;;0
920;Anton Schrobenhauser;1955-08-09;Unterhaching;;;;0
921;Karsten Wettberg;1941-11-10;Friesack (Havelland);;;;0
922;Eckhard Krautzun;1941-01-13;Essen;;;;0
923;Gerhard Schulte;1923-08-06;;;;;0
924;Helmut Kronsbein;1914-12-25;Danzig;;;;0
925;Hans Eder;1934-11-14;Berlin;;;;0
926;Georg Keßler;1932-09-23;Saarbrücken;;;;0
927;Werner Fuchs;1948-10-25;Kaiserslautern;;Licence trainer;;0
928;Karsten Heine;1955-04-06;Berlin;;;4-1-4-1;0
929;Uwe Klimaschefski;1938-12-11;Bremerhaven;;;;0
930;Martin Luppen;1936-04-05;;;Licence trainer;;0
931;Uwe Kliemann;1949-06-30;Berlin;;;;0
932;Eddy Achterberg;1947-02-21;Utrecht;;Head coach;;0
934;Joachim Steffens;1950-07-24;;;;;0
935;Sepp Stabel;1948-09-21;Pirmasens;;;;0
936;Willibert Kremer;1939-10-15;Hochneukirch;;Licence trainer;;0
937;Detlef Pirsig;1945-10-22;Schwerin;;;;0
938;Gerd Vom Bruch;1941-08-19;;;;;0
939;Hennes Weisweiler;1919-12-05;Lechenich;;;;0
940;Wolf Werner;1942-04-08;Kalisch;;Head coach;;0
944;Manfred Krafft;1937-12-11;Düsseldorf;;;;0
945;Hans-Ulrich Thomale;1944-12-06;Meißen;;;;0
947;Siegfried Melzig;1940-07-12;Breslau;;;;0
948;Günter Preuß;1936-11-10;Duisburg;;;;0
949;Friedhelm Vos;1939-01-21;;;;;0
950;Helmut Witte;1941-07-15;;;;;0
951;Luis Zacarias;1942-10-11;;;;;0
952;Özcan Arkoç;1939-10-02;Tekirdag;;;;0
953;Hermann Eppenhoff;1919-05-19;Wanne-Eickel;;;;0
954;Rudolf Faßnacht †;1934-12-28;Neu-Ulm;;;;0
955;Heinz Höher;1938-08-11;Leverkusen;;;;0
957;Wilhelm Ömmes Schmidt;1927-05-27;Duisburg;;;;0
958;Friedhelm Wenzlaff †;1940-10-10;;;;;0
959;Claude Andrey;1951-06-13;Genf;;;;0
960;Salvatore Andracchio;1960-11-28;Squillace;;UEFA A Licence;4-2-3-1;0
962;Heinz Hermann;1958-03-28;Zürich;;UEFA Pro Licence;;0
963;Guy Mathez;1946-04-24;Boncourt;;;;0
964;Werner Liebrich;1927-01-18;Kaiserslautern;;;;0
965;Stephan Engels;1960-09-06;Mondorf;;Head coach;;0
966;Wolfgang Jerat;1955-02-09;Köln;;Head coach;;0
