TmID;JerseyName;FullName;BirthDate;BirthPlace;Height;PrimPosition;Foot;Outfitter;NumGames;NumGoals;NumIntGames;NumIntGoals
445;Menger;Andreas Menger;1972-09-11;Berlin;1,88 m;Goalkeeper;right;;45;0;0;0
455;Yang;杨晨;1974-01-17;Peking;1,85 m;Centre-Forward;right;;65;16;35;11
462;Zdrilic;David Allen Zdrilić;1974-04-13;Sydney;1,83 m;Centre-Forward;left;;38;7;31;21
501;Mangold;Marco Mangold;1980-08-21;;;Defensive Midfield;N/A;;0;0;0;0
520;Bode;Marco Bode;1969-07-23;Osterode am Harz;1,89 m;Left Winger;left;;389;105;40;9
524;Dabrowski;Krzysztof Dąbrowski;1978-07-01;Katowice;1,95 m;Defensive Midfield;right;;273;22;9;0
555;Hoffmann;Torben Hoffmann;1974-10-27;Kiel;N/A;Centre-Back;N/A;;728;3;0;0
573;Zelic;Nedijeljko Zelic;1971-07-04;Sydney;N/A;Defensive Midfield;N/A;;166;5;40;5
618;Bastürk;Yıldıray Baştürk;1978-12-24;Herne;N/A;Attacking Midfield;N/A;;282;33;49;2
627;Freier;Sławomir Paweł Freier;1979-07-26;Bytom;N/A;Right Midfield;N/A;;256;29;19;1
635;Rietpietsch;Mike Rietpietsch;1974-03-26;Eberswalde;N/A;Right Midfield;N/A;;53;0;1;0
669;O`Neil;Brian O`Neil;1972-09-06;Paisley;N/A;Centre-Back;N/A;;69;3;7;0
678;Wagner;Martin Wagner;1968-02-24;Offenburg;1,74 m;Left Midfield;left;;275;38;6;0
690;Klasnic;Ivan Klasnić;1980-01-29;Hamburg;N/A;Centre-Forward;N/A;;249;75;41;12
710;Meijer;Erik Meijer;1969-08-02;Meerssen;N/A;Centre-Forward;N/A;;204;40;1;0
721;Neubert;Thomas Neubert;1980-11-14;Cottbus;N/A;Centre-Forward;N/A;;0;0;0;0
727;Backhaus;Sven Backhaus;1968-06-01;Düsseldorf;N/A;Sweeper;N/A;;21;0;0;0
758;Patschinski;Nico Patschinski;1976-11-08;Berlin;1,86 m;Centre-Forward;both;;28;8;0;0
830;Oda;חמודי עודה;1980-06-21;;N/A;Centre-Forward;N/A;;0;0;0;0
840;Reichold;Günther Reichold;1965-06-10;Hochstahl;N/A;Goalkeeper;N/A;;0;0;0;0
866;Onwuzuruike;Henry Onwuzuruike;1979-12-26;Enugu;1,72 m;Central Midfield;right;;0;0;6;0
885;Obad;Adis Obad;1971-05-12;Mostar;1,78 m;Left Winger;left;;0;0;2;0
924;Hildmann;Sascha Hildmann;1972-04-07;Kaiserslautern;1,84 m;;both;;0;0;0;0
928;Rosin;Daniel Rosin;1980-05-18;Freital;N/A;Defensive Midfield;N/A;;0;0;0;0
976;Dayangan;Soner Dayangan;1979-01-17;;1,65 m;Left Winger;left;;0;0;0;0
992;Weber;Christian Weber;1983-09-15;Saarbrücken;1,75 m;Right-Back;right;;12;0;1;0
1047;Glatt;Volkan Glatt;1982-03-03;Heidelberg;N/A;Centre-Forward;N/A;;0;0;0;0
1080;Streit;Albert Streit;1980-03-28;Bukarest;N/A;Right Winger;N/A;;2098;20;5;0
1082;Wächter;Stefan Wächter;1978-04-20;Herne;N/A;Goalkeeper;N/A;;96;0;0;0
1088;Wenschlag;Kay Wenschlag;1970-02-25;Berlin (Ost);N/A;Sweeper;N/A;;0;0;0;0
1139;Noveski;Николче Новески;1979-04-28;Bitola;N/A;Centre-Back;N/A;adidas;256;8;64;5
1158;Christ;Sven Iwan Christ;1973-12-09;Biel/Bienne;1,83 m;Centre-Back;;;0;0;2;0
1219;Isa;Harun Isa;1969-06-21;Tetovo;N/A;;N/A;;0;0;0;0
1226;Kunze;Alexander Kunze;1971-01-12;Marienberg;1,93 m;Goalkeeper;;;0;0;0;0
1291;HÃ¤rtel;Jens HÃ¤rtel;1969-06-07;Rochlitz;;;;;0;0;0;0
1301;Rothenbach;Carsten Rothenbach;1980-09-03;Heidelberg;N/A;Right-Back;N/A;;13;0;0;0
1318;Ochs;Timo Ochs;1981-10-17;Göttingen;N/A;Goalkeeper;N/A;;2;0;0;0
1331;Kuranyi;Kevin Dennis Kurányi Rodríguez;1982-03-02;Rio de Janeiro;N/A;Centre-Forward;N/A;;297;119;52;19
1334;Backhaus;Heiner Backhaus;1982-02-04;Witten;1,87 m;Defensive Midfield;right;;0;0;0;0
1370;Cenci;Matías Esteban Cenci;1978-02-12;Quilmes;N/A;Centre-Forward;N/A;;13;1;0;0
1396;Ewerthon;Ewerthon Henrique de Souza;1981-06-10;São Paulo;N/A;Centre-Forward;N/A;;146;48;8;0
1399;Giovanini;Márcio Fabiano Giovanini;1978-10-17;Londrina;N/A;Centre-Back;N/A;;6;0;0;0
1402;Lauth;Benjamin Lauth;1981-08-04;Hausham;N/A;Centre-Forward;N/A;;736;33;5;0
1451;Lincar;Erik Augustin Lincar;1978-10-16;Oradea;1,80 m;Defensive Midfield;right;;0;0;5;0
1538;Pavlin;Miran Pavlin;1971-10-08;Kranj;N/A;Attacking Midfield;N/A;;32;1;64;5
1557;Stajner;Jiří Štajner;1976-05-27;Benešov;1,79 m;Second Striker;right;;231;42;37;4
1562;Schröder;Oliver Schröder;1980-06-11;Berlin;1,83 m;Defensive Midfield;both;;115;3;0;0
1572;Wolf;Андрей Андреевич Вольф;1982-06-12;Leninabad;N/A;Centre-Back;N/A;;190;6;3;0
1668;Cescutti;Sandro Cescutti;1982-04-06;Erlangen;N/A;Left Midfield;N/A;;0;0;0;0
1676;Popovits;Pavel Popovits;1976-06-28;;;;;;0;0;0;0
1682;Federico;Giovanni Federico;1980-10-04;Hagen;1,82 m;Attacking Midfield;right;;357;6;0;0
1758;Frühbeis;Stefan Frühbeis;1979-03-01;München;N/A;Centre-Back;N/A;;0;0;0;0
1847;Bläker;Frank Bläker;1974-11-15;Borken;N/A;Central Midfield;N/A;;0;0;0;0
1993;Fossi;Dario Fossi;1981-05-21;Offenbach am Main;1,92 m;Centre-Back;right;;0;0;0;0
2099;Hoßmang;Thomas Hoßmang;1966-11-27;Hoyerswerda;1,84 m;Sweeper;;;18;0;0;0
2112;Izuagha;Emmanuel Izuagha Ejike;1980-02-02;Jegede;N/A;Centre-Back;N/A;;0;0;1;0
2153;Klandt;Marcus Klandt;1977-01-19;Frankfurt am Main;1,80 m;;both;;0;0;0;0
2196;Kroll;Manfred Kroll;1980-01-08;;1,85 m;;right;;0;0;1;0
2205;Kuci;Afrim Kuçi;1970-05-19;;N/A;Sweeper;N/A;;0;0;0;0
2211;Kurth;Marco Kurth;1978-08-18;Lutherstadt Eisleben;1,79 m;Defensive Midfield;right;;8;0;0;0
2348;Nischkowsky;Roy Nischkowsky;1975-02-11;;1,80 m;;both;;0;0;0;0
2369;Ortlieb;Markus Ortlieb;1980-12-11;Müllheim;1,80 m;Defensive Midfield;right;;0;0;0;0
2374;Owomoyela;Patrick Olaiya Olukayode Owomoyela;1979-11-05;Hamburg;1,87 m;Right-Back;right;;165;8;11;0
2479;Schindler;Tobias Schindler;1976-11-29;;;Centre-Forward;;;0;0;0;0
2491;Schmit;Marco Schmit;1977-01-07;;1,85 m;Centre-Back;right;;0;0;0;0
2522;Seifert;Frank Seifert;1972-10-02;;;Central Midfield;N/A;;0;0;0;0
2530;Shapourzadeh;امیر شاپورزاده;1982-09-19;Teheran;N/A;Right Winger;N/A;;16;0;4;0
2605;Thier;César Luis Thier;1967-10-15;Santa Cruz do Sul;1,87 m;Goalkeeper;;;0;0;0;0
2627;Tümmler;Stefan Tümmler;1979-07-20;;;;;;0;0;0;0
2649;Weigelt;Benjamin Weigelt;1982-09-04;Bocholt;1,82 m;Left-Back;left;;54;1;1;0
2703;Skoubo;Morten Skoubo;1980-06-30;Holstebro;N/A;Centre-Forward;N/A;;28;4;6;1
2827;Schilling;Christian Schilling;1981-08-11;Wien;1,79 m;Attacking Midfield;left;;0;0;0;0
2919;Adamski;Marcin Adamski;1975-08-20;Swinoujscie;N/A;Centre-Back;N/A;;4;0;3;0
2922;Saler;Jürgen Saler;1977-10-04;Knittelfeld;1,75 m;Central Midfield;right;;0;0;9;1
2923;Ivanschitz;Andreas Ivanschitz;1983-10-15;Eisenstadt;1,83 m;Attacking Midfield;left;;113;22;69;12
2959;Rushfeldt;Sigurd Rushfeldt;1972-12-11;Vadsø;1,90 m;Centre-Forward;right;;19;8;38;7
2964;Sáfár;Szabolcs Sáfár;1974-08-20;Budapest;1,89 m;Goalkeeper;right;;0;0;14;0
2983;Schriebl;Alexander Schriebl;1978-09-02;Salzburg;1,70 m;Attacking Midfield;right;;0;0;3;0
2986;Shao;邵佳一;1980-04-10;Peking;1,88 m;Left Midfield;left;;67;4;41;8
2990;Quattrocchi;Pablo Javier Quattrocchi;1974-01-19;Quilmes;N/A;Centre-Back;N/A;;15;1;0;0
2999;Iwelumo;Christopher Robert Iwelumo;1978-08-01;Coatbridge;N/A;Centre-Forward;N/A;;15;0;4;0
3018;Mühlbauer;Mario Mühlbauer;1977-03-17;Linz;1,72 m;Right Midfield;right;;0;0;0;0
3028;Riegler;Helmut Riegler;1976-10-13;Linz;1,78 m;;both;;0;0;0;0
3056;Neukirchner;Günther Neukirchner;1971-12-02;Grambach;1,77 m;;right;;20;0;14;1
3061;Krammer;Thomas Krammer;1983-02-18;Judenburg;1,78 m;Defensive Midfield;right;;0;0;8;0
3075;Wemmer;Richard Wemmer;1981-02-18;Graz;1,78 m;Attacking Midfield;left;;0;0;0;0
3089;Bartlett;Thurston Shaun Bartlett;1972-10-31;Cape Town, Western Cape;1,88 m;Centre-Forward;right;;123;24;74;28
3101;Niemi;Antti Mikko Niemi;1972-05-31;Oulu;1,86 m;Goalkeeper;right;;145;0;68;0
3109;Gerrard;Steven George Gerrard;1980-05-30;Whiston;1,83 m;Central Midfield;right;adidas;577;142;114;21
3175;Hasselbaink;Jerrel Hasselbaink;1972-03-27;Paramaribo;1,78 m;Centre-Forward;right;;295;130;23;9
3194;Silva;Gilberto Aparecido da Silva;1976-10-07;Lagoa da Prata;1,85 m;Defensive Midfield;right;;226;21;94;3
3211;Xavier;Abel Luis da Silva Costa Xavier;1972-11-30;Nampula;1,89 m;Right-Back;right;;1283;3;20;2
3214;Velkoborsky;Jan Velkoborský;1975-07-14;Pilsen;1,90 m;Centre-Back;right;;0;0;2;0
3236;Vassell;Darius Vassell;1980-06-13;Birmingham;1,71 m;Centre-Forward;right;;265;52;22;6
3247;Ehiogu;Ugochuku Ehiogu;1972-11-03;London;1,92 m;Centre-Back;right;;553;19;4;1
3267;Allbäck;Marcus Christian Allbäck;1973-07-05;Göteborg;N/A;Centre-Forward;N/A;;63;13;74;30
3299;Bennett;Ian Michael Bennett;1971-10-10;Worksop;1,83 m;Goalkeeper;;;18;0;0;0
3300;Benarbia;Ali Benarbia;1968-10-08;Oran;1,71 m;Attacking Midfield;right;;49;3;9;0
3335;Petta;Alfred Manuel Petta;1974-08-06;Rotterdam;1,70 m;Left Midfield;left;;12;0;0;0
3359;Sylvinho;Sylvio Mendes Campos Júnior;1974-04-12;São Paulo;1,73 m;Left-Back;left;;97;6;7;0
3376;Korkut;Tayfun Korkut;1974-04-02;Stuttgart;1,81 m;Right Midfield;right;;1;0;43;1
3387;Lonfat;Johann Lonfat;1973-03-11;Martigny;1,79 m;Right Midfield;right;;1;0;23;0
3405;Brown;Wesley Michael Brown;1979-10-13;Manchester;1,84 m;Centre-Back;right;;371;5;23;1
3406;Giggs;Ryan Joseph Giggs;1973-11-29;Cardiff;1,79 m;Left Midfield;left;;777;137;64;12
3418;López;Claudio Javier López;1974-07-17;Río Tercero;1,78 m;Second Striker;left;;30;11;58;14
3498;Dedovic;Marko Đedović;1997-09-09;;;Goalkeeper;;;0;0;1;0
3504;Özalan;Fehmi Alpay Özalan;1973-05-29;Izmir;1,88 m;Centre-Back;right;;84;2;90;4
3508;Coco;Francesco Coco;1977-01-08;Paternò;1,81 m;Left-Back;right;;30;2;17;0
3524;Simone;Marco Simone;1969-01-07;Castellanza;1,70 m;Centre-Forward;both;;40;23;4;0
3535;Ricardo;Ricardo Lﾃｳpez Felipe;1971-12-30;Madrid;1,87 m;Goalkeeper;left;;5;0;2;0
3545;Roche;Lee Paul Roche;1980-10-28;Bolton;1,78 m;Right-Back;right;;2;0;0;0
3557;Stam;Jakob Stam;1972-07-17;Kampen;1,91 m;Centre-Back;right;;141;3;66;3
3561;Karelse;John Karelse;1970-05-17;Wemeldinge;;Goalkeeper;;;3;0;0;0
3571;Boksic;Alen Boksic;1970-01-21;Makarska;1,87 m;Centre-Forward;right;;94;33;41;10
3606;Partridge;Richard Joseph Partridge;1980-09-12;Dublin;1,73 m;Right Midfield;both;;0;0;4;0
3608;Keller;Kasey Christopher Keller;1969-11-29;Olympia, Washington;N/A;Goalkeeper;N/A;;279;0;103;0
3632;Cansdell-Sherriff;Shane Lewis Cansdell-Sherriff;1982-11-10;Sydney;1,82 m;Centre-Back;left;;0;0;0;0
3640;Hudson;Mark Alexander Hudson;1982-03-30;Guildford;1,87 m;Centre-Back;right;;9;1;0;0
3641;Clemence;Stephen Neal Clemence;1978-03-31;Liverpool;1,80 m;Right Midfield;left;;176;6;1;0
3655;Murphy;Joseph Murphy;1981-08-21;Dublin;1,88 m;Goalkeeper;;;2;0;2;0
3668;Dyer;Lloyd Richard Dyer;1982-09-13;Birmingham;1,73 m;Left Midfield;left;;4;0;0;0
3699;Di Canio;Paolo Di Canio;1968-07-09;Roma;N/A;Centre-Forward;N/A;;784;94;9;2
3722;Hammond;Elvis Zark Hammond;1980-10-06;Accra;1,75 m;Centre-Forward;right;;11;0;1;0
3738;Marriott;Andrew Marriott;1970-10-11;Sutton-in-Ashfield;1,83 m;Goalkeeper;;;7;0;5;0
3783;Parkin;Samuel Parkin;1981-03-14;Roehampton;1,88 m;Centre-Forward;left;;0;0;1;0
3787;Hignett;Craig Hignett;1970-01-12;Liverpool;1,79 m;Right Winger;right;;101;19;0;0
3813;Vidmar;Anthony Vidmar;1970-07-04;Adelaide;1,86 m;Left-Back;left;;18;0;77;3
3823;Berg;Henning Stille Berg;1969-09-01;Eidsvoll;1,83 m;Right-Back;right;;309;10;101;9
3868;Murphy;David Paul Murphy;1984-03-01;Hartlepool;1,85 m;Left-Back;left;;37;1;0;0
3911;Bonnissel;Jérôme Bonnissel;1973-04-16;Montpellier;1,74 m;Left-Back;left;;25;0;0;0
3928;Fagan;Craig Anthony Fagan;1982-12-11;Birmingham;1,80 m;Centre-Forward;right;;69;5;0;0
3969;Spann;Andreas Spann;1984-05-17;Ulm;1,83 m;Centre-Forward;right;;1;0;0;0
3983;Samuel;Collin Andrew Samuel;1981-08-27;Manzanilla;1,75 m;Right Winger;;;0;0;24;5
4000;Proudlock;Adam David Proudlock;1981-05-09;Wellington, Telford;1,83 m;Centre-Forward;right;;0;0;0;0
4015;Saha;Louis Laurent Saha;1978-08-08;Paris;1,82 m;Centre-Forward;left;;4069;214;20;4
4076;Moore;Stefan Leroy Moore;1983-09-28;Birmingham;1,78 m;Centre-Forward;right;;30;2;0;0
4086;Ambrose;Darren Paul Francis Ambrose;1984-02-29;Harlow;1,83 m;Left Midfield;right;;92;11;10;2
4108;Danns;Neil Alexander Danns;1982-11-23;Liverpool;1,75 m;Central Midfield;right;;5;0;15;9
4142;Martínez;Sebastián Martínez;1977-12-04;Wien;1,76 m;Central Midfield;right;;6;0;2;0
4243;Dunn;David John Ian Dunn;1979-12-27;Great Harwood;1,78 m;Attacking Midfield;right;;251;37;1;0
4244;Hilton;Kirk Hilton;1981-04-02;Manchester;1,70 m;Centre-Back;;;0;0;0;0
4250;Impey;Andy Impey;1971-09-13;London;1,73 m;Defensive Midfield;right;;982;13;1;0
4268;Buari;Malik Buari;1984-01-24;Accra;1,81 m;Right Midfield;right;;3;0;0;0
4281;Pollet;Ludovic Pollet;1970-06-18;Vieux-Condé;1,84 m;Centre-Back;right;;0;0;0;0
4291;Dalla Bona;Samuele Dalla Bona;1981-02-06;San Donà di Piave;1,85 m;Central Midfield;right;;61;6;9;0
4296;Wiesner;Christian Wiesner;1981-09-22;;N/A;Right-Back;N/A;;0;0;0;0
4319;Galásek;Tomáš Galásek;1973-01-15;Frýdek-Místek;1,80 m;Defensive Midfield;right;;108;5;69;1
4336;Addo;Eric Pappoe Addo;1978-11-12;Accra;1,83 m;Centre-Back;right;;16;0;45;0
4340;Faber;Ernest Faber;1971-08-27;Geldrop;1,84 m;Centre-Back;right;;28;1;1;0
4357;Huntelaar;Dirk Jan Klaas Huntelaar;1983-08-12;Voor-Drempt;1,86 m;Centre-Forward;right;Nike;189;94;76;42
4358;Kezman;Матеја Кежман;1979-04-12;Zemun;1,82 m;Centre-Forward;right;;70;8;22;7
4368;Gyan;Christian Gyan;1978-11-02;Tema;1,75 m;Right-Back;right;;6;0;23;0
4371;Loovens;Glenn Loovens;1983-10-22;Doetinchem;1,88 m;Centre-Back;right;;3;0;2;0
4372;Paauwe;Patrick Paauwe;1975-12-27;Dronten;1,83 m;Centre-Back;left;;46;1;5;0
4375;Reiziger;Michael John Reiziger;1973-05-03;Amstelveen;1,76 m;Right-Back;right;;96;1;71;1
4378;Leonardo;Leonardo dos Santos Silva;1976-08-21;Rio de Janeiro;1,76 m;Right-Back;right;;1;0;0;0
4383;Elmander;Johan Erik Calvin Elmander;1981-05-27;Alingsås;1,88 m;Centre-Forward;right;;129;21;85;20
4405;Väyrynen;Mika Väyrynen;1981-12-28;Eskilstuna;1,81 m;Central Midfield;right;;8;1;64;5
4409;Nurmela;Mika Nurmela;1971-12-26;Oulu;1,78 m;Right Midfield;right;;34;0;72;4
4423;Claessens;Gert Claessens;1972-02-21;Tongeren;1,89 m;Left Midfield;left;;0;0;4;1
4510;Oost;Jason Oost;1982-10-10;Den Haag;1,86 m;Attacking Midfield;right;;0;0;0;0
4533;Hadouir;Anouar Hadouir;1982-09-14;Den Bosch;1,73 m;Attacking Midfield;both;;0;0;0;0
4556;Nelisse;Robin Nelisse;1978-01-25;Rotterdam;1,87 m;Centre-Forward;right;;1;0;2;4
4570;Landzaat;Denny Domingues Landzaat;1976-05-06;Amsterdam;1,78 m;Central Midfield;right;;62;6;38;1
4574;Victoria;Raymond Victoria;1972-10-10;Utrecht;N/A;Central Midfield;N/A;;6;0;3;0
4578;Quinn;James Quinn;1974-12-15;Coventry;1,85 m;Centre-Forward;right;;0;0;50;4
4605;Kujovic;Bлaдaн Kуjoвић;1978-08-23;Niš;1,85 m;Goalkeeper;right;;0;0;0;0
4614;Van Dessel;Kevin Van Dessel;1979-04-09;Kapellen;1,80 m;Left Midfield;left;;0;0;0;0
4729;Machala;Oldřich Machala;1963-08-04;Bruntál;1,82 m;Sweeper;;;15;1;1;0
4763;Storm;Bo Storm;1987-02-03;Norburg;1,70 m;Second Striker;left;;0;0;8;2
4792;Portillo;Miguel Alfredo Portillo;1982-09-26;Gobernador Virasoro;1,80 m;Centre-Back;right;;0;0;0;0
4819;Gaspoz;Alain Gaspoz;1970-05-16;Cotonou;1,72 m;Right-Back;both;;0;0;16;0
4837;Disler;Mark Disler;1974-03-26;;1,83 m;Centre-Back;right;;0;0;0;0
4896;Moretto;Davide Moretto;1984-04-11;;1,87 m;Left-Back;both;;0;0;0;0
4915;Biaggi;Olivier Biaggi;1971-03-17;;;Left-Back;left;;2;0;0;0
4920;Zukic;Nevzet Zukic;1984-02-09;;N/A;Defensive Midfield;N/A;;0;0;0;0
4923;Hodel;Ronny Hodel;1982-10-27;;1,78 m;Left-Back;left;;1;0;0;0
4925;Joller;Daniel Joller;1978-03-19;;1,75 m;Right-Back;both;;0;0;0;0
4942;Bastida;Sergio José Bastida;1979-09-03;Rawson;1,71 m;Central Midfield;both;;0;0;3;0
4943;Hellinga;Wilco Hellinga;1970-08-16;Gorredijk;1,72 m;;;;0;0;0;0
4966;Pilipovic;Renato Pilipovic;1977-11-14;Rijeka;1,86 m;Left Midfield;left;;0;0;1;0
4971;Stary;Roman Stary;1973-12-18;Wien;1,68 m;Defensive Midfield;right;;0;0;0;0
5106;Brendel;Thomas Brendel;1976-05-11;;1,80 m;Centre-Forward;both;;0;0;0;0
5123;Schönberg;Piet Schönberg;1976-06-12;;N/A;Defensive Midfield;N/A;;0;0;0;0
5180;Bayertz;Markus Bayertz;1971-01-29;Willich;N/A;Left Midfield;N/A;;2;0;0;0
5183;Borzek;Michael Borzek;1980-08-04;;1,89 m;Right Midfield;right;;0;0;0;0
5229;Torghelle;Sándor Torghelle;1982-05-05;Budapest;1,86 m;Centre-Forward;both;;17;0;42;11
5233;Hansen;Niels Hansen;1983-07-25;Flensburg;N/A;Defensive Midfield;N/A;;0;0;0;0
5344;Gomez;Yohann Gomez;1981-09-25;Lyon;1,74 m;Defensive Midfield;left;;1;0;0;0
5359;Née;Frédéric Née;1975-04-18;Bayeux;1,83 m;Centre-Forward;right;;4;1;1;0
5367;Beda;Mathieu Beda;1981-07-28;Nizza;N/A;Centre-Back;N/A;;16;0;0;0
5372;Roche;Alain Roche;1967-10-14;Brive-la-Gaillarde;1,82 m;Centre-Back;right;;13;0;25;1
5374;Costa;Eduardo Nascimento Costa;1982-09-23;Florianópolis;1,86 m;Defensive Midfield;right;;0;0;7;0
5406;Pedretti;Benoît Pedretti;1980-11-12;Audincourt;1,78 m;Defensive Midfield;right;;19;1;22;0
5427;Deblock;Pierre Deblock;1973-05-01;Auchel;1,78 m;Right Midfield;;;0;0;0;0
5435;Esteves;Hélder Vale de Padro Esteves;1977-07-01;Bragança;1,74 m;Centre-Forward;right;;0;0;0;0
5447;Ferrier;Romain Ferrier;1976-02-24;Cannes;1,80 m;Left-Back;left;;0;0;0;0
5473;Barul;Patrick Barul;1977-10-03;Orléans;1,75 m;Right-Back;right;;0;0;0;0
5481;Sikora;Eric Sikora;1968-02-04;Courrières;1,82 m;Right-Back;right;;4;0;0;0
5535;Cinetti;Fabio Cinetti;1973-11-21;Milano;1,77 m;Central Midfield;right;;0;0;0;0
5540;Rodríguez;Pablo Martín Rodríguez;1977-03-07;San Martín;N/A;Attacking Midfield;N/A;;0;0;0;0
5546;Cherrad;عبدالمالك شراد;1981-01-14;La Tronche;1,86 m;Centre-Forward;right;;0;0;19;7
5559;Potillon;Lionel Potillon;1974-02-10;Cluny;1,79 m;Left-Back;left;;3;0;0;0
5592;Jeunechamp;Cyril Jeunechamp;1975-12-18;Nîmes;1,75 m;Defensive Midfield;right;;0;0;0;0
5638;Pichot;Stéphane Pichot;1976-09-02;Ernée;1,78 m;Right-Back;right;;10;0;2;0
5656;Sterjovski;Миле Стерјовски;1979-05-27;Wollongong;1,81 m;Left Midfield;both;;17;0;42;8
5710;Mansare;Fodé Mansare;1981-09-03;Conakry;1,73 m;Left Winger;left;;0;0;39;7
5720;Collin;Xavier Collin;1974-08-17;Charmes;1,74 m;Left-Back;left;;0;0;0;0
5725;Wuillot;Laurent Wuillot;1975-07-11;Tournai;1,88 m;Centre-Back;both;;0;0;0;0
5754;Fresi;Salvatore Fresi;1973-01-18;La Maddalena;1,82 m;Centre-Back;right;;4;0;0;0
5815;Bá;Ibrahim N`Goma Ba;1973-11-12;Dakar;1,81 m;Right Midfield;right;;13;0;8;2
5832;Favalli;Giuseppe Favalli;1972-01-08;Orzinuovi;1,82 m;Left-Back;left;;37;1;8;0
5840;Pesaresi;Emanuele Pesaresi;1976-12-01;Ancona;1,80 m;Left-Back;both;;3;0;6;0
5878;Gilardino;Alberto Gilardino;1982-07-05;Biella;1,84 m;Centre-Forward;right;;39;11;57;19
5885;MartÃ­nez;Gonzalo MartÃ­nez Caicedo;1975-11-30;Candelaria;1,79 m;Right-Back;right;;0;0;34;1
5894;Pieri;Mirko Pieri;1978-07-24;Grosseto;1,83 m;Left-Back;left;;0;0;0;0
5904;Iaquinta;Vincenzo Iaquinta;1979-11-21;Cutro;1,91 m;Centre-Forward;right;;12;8;40;6
5930;Marazzina;Massimo Marazzina;1974-07-16;Lodi;1,80 m;Centre-Forward;left;;0;0;3;0
5944;Dellas;Τραϊανός Δέλλας;1976-01-31;Thessaloniki;1,96 m;Centre-Back;right;;15;0;53;1
5961;Delvecchio;Marco Delvecchio;1973-04-07;Milano;1,86 m;Centre-Forward;left;;14;2;22;4
5975;Appiah;Stephen Leroy Appiah;1980-12-24;Accra;1,78 m;Defensive Midfield;right;;18;2;69;16
5992;Brioschi;Emanuele Brioschi;1975-06-23;Milano;1,84 m;Centre-Back;right;;0;0;0;0
6010;Berti;Gianluca Berti;1967-05-20;Firenze;1,90 m;Goalkeeper;;;0;0;0;0
6060;Belardi;Emanuele Belardi;1977-10-09;Eboli;1,87 m;Goalkeeper;right;;0;0;0;0
6062;Cirillo;Bruno Cirillo;1977-03-21;Castellammare di Stabia;1,87 m;Centre-Back;right;;6;1;11;0
6091;Grosso;Fabio Grosso;1977-11-28;Roma;1,90 m;Left-Back;left;;25;0;50;4
6098;Caracciolo;Andrea Antonio Caracciolo;1981-09-18;Milano;1,94 m;Centre-Forward;right;;0;0;2;0
6101;Polat;Mehmet Polat;1978-06-08;Gaziantep;1,78 m;Centre-Back;right;;1;0;4;0
6107;Fayé;Abdoulaye Diagne-Faye;1978-02-26;Dakar;1,87 m;Centre-Back;left;;269;10;35;2
6156;Lee;이영표;1977-04-23;Hongcheon, Gangwon;1,76 m;Left-Back;both;;105;0;127;5
6161;Radu;Sergiu Marian Radu;1977-08-10;Râmnicu Vâlcea;N/A;Centre-Forward;N/A;;168;36;1;0
6242;Caneira;Marco António Simões Caneira;1979-02-09;Negrais;1,77 m;Centre-Back;right;;17;1;25;0
